Date and time      ,Julian Day   ,RA (J2000),Dec (J2000),mag,phase,"dist., AU",elong.
2017-10-07 20:02:00, 2458034.45972,    2h54m13.2s, +11°27'08.1", -11.83, 93.21%, 0.002476, +149°43'34.9"
2017-10-08 02:02:00, 2458034.70972,    3h06m30.5s, +12°41'12.4", -12.04, 91.88%, 0.002425, +146°49'03.6"
2017-10-08 08:02:00, 2458034.95972,    3h15m55.2s, +13°32'40.7", -11.76, 90.83%, 0.002441, +144°40'03.0"
2017-10-08 14:02:00, 2458035.20972,    3h31m44.1s, +14°09'06.3", -11.94, 88.92%, 0.002490, +141°01'24.4"
2017-10-08 20:02:00, 2458035.45972,    3h51m12.4s, +15°03'06.1", -11.82, 86.31%, 0.002479, +136°28'42.4"
2017-10-09 02:02:00, 2458035.70972,    4h05m05.8s, +16°10'11.1", -11.83, 84.34%, 0.002428, +133°16'17.2"
2017-10-09 08:02:00, 2458035.95972,    4h14m36.4s, +16°51'55.6", -11.73, 82.99%, 0.002433, +131°10'28.5"
2017-10-09 14:02:00, 2458036.20972,    4h29m39.4s, +17°09'43.1", -11.74, 80.73%, 0.002485, +127°48'31.6"
2017-10-09 20:02:00, 2458036.45972,    4h49m41.5s, +17°44'26.1", -11.67, 77.50%, 0.002487, +123°14'38.0"
2017-10-10 02:02:00, 2458036.70972,    5h05m10.6s, +18°38'48.5", -11.51, 74.92%, 0.002438, +119°45'59.5"
2017-10-10 08:02:00, 2458036.95972,    5h14m58.6s, +19°09'30.1", -11.57, 73.32%, 0.002433, +117°40'30.3"
2017-10-10 14:02:00, 2458037.20972,    5h29m01.3s, +19°08'01.2", -11.45, 70.92%, 0.002484, +114°36'17.2"
2017-10-10 20:02:00, 2458037.45972,    5h49m07.1s, +19°19'25.5", -11.44, 67.30%, 0.002499, +110°06'15.7"
2017-10-11 02:02:00, 2458037.70972,    6h05m59.5s, +19°55'55.4", -10.91, 64.22%, 0.002455, +106°23'28.6"
2017-10-11 08:02:00, 2458037.95972,    6h16m13.1s, +20°14'16.8", -11.32, 62.42%, 0.002438, +104°15'03.8"
2017-10-11 14:02:00, 2458038.20972,    6h29m03.1s, +19°55'00.1", -11.03, 60.06%, 0.002487, +101°28'11.1"
2017-10-11 20:02:00, 2458038.45972,    6h48m37.7s, +19°42'05.9", -11.13, 56.31%, 0.002514, +97°06'26.2"
2017-10-12 02:02:00, 2458038.70972,    7h06m30.4s, +19°57'15.4", -6.60, 52.92%, 0.002476, +93°12'03.4"
2017-10-12 08:02:00, 2458038.95972,    7h17m14.0s, +20°02'07.8", -10.98, 50.96%, 0.002450, +90°57'34.3"
2017-10-12 14:02:00, 2458039.20972,    7h28m45.3s, +19°28'01.4", -10.11, 48.76%, 0.002492, +88°26'26.0"
2017-10-12 20:02:00, 2458039.45972,    7h47m16.4s, +18°52'55.6", -10.74, 45.14%, 0.002530, +84°16'35.1"
2017-10-13 02:02:00, 2458039.70972,    8h05m41.1s, +18°45'44.8", -9.86, 41.63%, 0.002500, +80°13'31.3"
2017-10-13 08:02:00, 2458039.95972,    8h16m56.0s, +18°36'22.5", -10.54, 39.58%, 0.002465, +77°50'17.0"
2017-10-13 14:02:00, 2458040.20972,    8h27m11.5s, +17°50'59.6", -7.47, 37.63%, 0.002499, +75°32'22.0"
2017-10-13 20:02:00, 2458040.45972,    8h44m16.1s, +16°58'12.6", -10.27, 34.35%, 0.002546, +71°37'12.4"
2017-10-14 02:02:00, 2458040.70972,    9h02m46.5s, +16°30'14.9", -9.85, 30.96%, 0.002526, +67°28'39.3"
2017-10-14 08:02:00, 2458040.95972,    9h14m32.3s, +16°06'32.1", -9.99, 28.90%, 0.002484, +64°54'41.6"
2017-10-14 14:02:00, 2458041.20972,    9h23m43.1s, +15°13'10.4", -9.50, 27.23%, 0.002509, +62°46'53.1"
2017-10-14 20:02:00, 2458041.45972,    9h39m10.6s, +14°08'25.8", -9.68, 24.45%, 0.002562, +59°08'24.1"
2017-10-15 02:02:00, 2458041.70972,    9h57m26.4s, +13°23'18.1", -9.35, 21.38%, 0.002552, +54°57'47.2"
2017-10-15 08:02:00, 2458041.95972,   10h09m42.9s, +12°46'00.5", -9.30, 19.43%, 0.002506, +52°12'01.9"
2017-10-15 14:02:00, 2458042.20972,   10h18m05.6s, +11°47'14.4", -9.07, 18.06%, 0.002520, +50°10'56.3"
2017-10-15 20:02:00, 2458042.45972,   10h31m56.1s, +10°36'21.2", -8.93, 15.87%, 0.002577, +46°50'22.3"
2017-10-16 02:02:00, 2458042.70972,   10h49m45.1s, +9°38'58.2", -8.61, 13.31%, 0.002578, +42°41'23.2"
2017-10-16 08:02:00, 2458042.95972,   11h02m33.1s, +8°49'47.2", -8.41, 11.60%, 0.002530, +39°43'51.7"
2017-10-16 14:02:00, 2458043.20972,   11h10m26.2s, +7°47'24.8", -8.26, 10.52%, 0.002534, +37°46'05.3"
2017-10-16 20:02:00, 2458043.45972,   11h22m47.6s, +6°35'29.4", -7.92, 8.95%, 0.002592, +34°44'03.7"
2017-10-17 02:02:00, 2458043.70972,   11h40m03.8s, +5°31'19.4", -7.57, 7.03%, 0.002604, +30°40'57.7"
2017-10-17 08:02:00, 2458043.95972,   11h53m25.2s, +4°32'49.4", -7.17, 5.70%, 0.002557, +27°33'16.1"
2017-10-17 14:02:00, 2458044.20972,   12h01m07.3s, +3°28'06.6", -7.05, 4.93%, 0.002550, +25°35'45.5"
2017-10-17 20:02:00, 2458044.45972,   12h12m11.2s, +2°19'08.7", -6.47, 3.95%, 0.002607, +22°52'43.1"
2017-10-18 02:02:00, 2458044.70972,   12h28m52.9s, +1°13'38.3", -6.03, 2.75%, 0.002629, +19°02'03.3"
2017-10-18 08:02:00, 2458044.95972,   12h42m50.2s, +0°09'09.1", -5.25, 1.91%, 0.002585, +15°50'19.9"
2017-10-18 14:02:00, 2458045.20972,   12h50m38.8s, -0°56'50.8", -5.07, 1.46%, 0.002568, +13°52'01.6"
2017-10-18 20:02:00, 2458045.45972,   13h00m38.2s, -2°00'03.3", -3.90, 1.01%, 0.002622, +11°31'57.0"
2017-10-19 02:02:00, 2458045.70972,   13h16m45.3s, -3°01'55.7", -3.34, 0.53%, 0.002653, +8°20'46.5"
2017-10-19 08:02:00, 2458045.95972,   13h31m20.9s, -4°08'31.2", -1.82, 0.28%, 0.002614, +6°02'19.2"
2017-10-19 14:02:00, 2458046.20972,   13h39m31.9s, -5°14'38.6", -1.70, 0.19%, 0.002588, +4°55'07.6"
2017-10-19 20:02:00, 2458046.45972,   13h48m39.6s, -6°10'23.6", 3.97, 0.18%, 0.002636, +4°47'12.5"
2017-10-20 02:02:00, 2458046.70972,   14h04m12.3s, -7°04'25.2", -2.73, 0.37%, 0.002676, +6°57'11.9"
2017-10-20 08:02:00, 2458046.95972,   14h19m27.4s, -8°08'56.8", -2.03, 0.75%, 0.002643, +9°55'49.2"
2017-10-20 14:02:00, 2458047.20972,   14h28m14.9s, -9°13'43.3", -4.49, 1.04%, 0.002610, +11°39'30.6"
2017-10-20 20:02:00, 2458047.45972,   14h36m43.1s, -10°01'11.3", -4.22, 1.38%, 0.002650, +13°26'19.5"
2017-10-21 02:02:00, 2458047.70972,   14h51m40.4s, -10°44'06.7", -5.57, 2.16%, 0.002696, +16°50'51.3"
2017-10-21 08:02:00, 2458047.95972,   15h07m34.2s, -11°42'24.3", -3.87, 3.18%, 0.002670, +20°30'02.8"
2017-10-21 14:02:00, 2458048.20972,   15h17m09.8s, -12°43'57.2", -6.62, 3.87%, 0.002631, +22°37'56.8"
2017-10-21 20:02:00, 2458048.45972,   15h25m10.1s, -13°22'54.8", -6.59, 4.48%, 0.002661, +24°22'11.1"
2017-10-22 02:02:00, 2458048.70972,   15h39m29.4s, -13°52'32.3", -7.14, 5.73%, 0.002712, +27°37'26.6"
2017-10-22 08:02:00, 2458048.95972,   15h55m57.8s, -14°40'44.7", -7.02, 7.36%, 0.002695, +31°24'09.4"
2017-10-22 14:02:00, 2458049.20972,   16h06m30.5s, -15°36'47.8", -7.88, 8.47%, 0.002650, +33°44'56.4"
2017-10-22 20:02:00, 2458049.45972,   16h14m13.6s, -16°07'20.9", -7.90, 9.28%, 0.002670, +35°23'12.1"
2017-10-23 02:02:00, 2458049.70972,   16h27m50.8s, -16°22'33.3", -8.14, 10.88%, 0.002723, +38°24'54.8"
2017-10-23 08:02:00, 2458049.95972,   16h44m46.1s, -16°57'25.9", -8.25, 13.04%, 0.002714, +42°14'12.4"
2017-10-23 14:02:00, 2458050.20972,   16h56m21.4s, -17°45'27.5", -8.74, 14.57%, 0.002666, +44°46'35.7"
2017-10-23 20:02:00, 2458050.45972,   17h03m57.9s, -18°07'45.7", -8.81, 15.56%, 0.002675, +46°20'53.8"
2017-10-24 02:02:00, 2458050.70972,   17h16m47.8s, -18°08'25.8", -8.85, 17.37%, 0.002727, +49°08'49.5"
2017-10-24 08:02:00, 2458050.95972,   17h33m58.9s, -18°27'35.7", -9.06, 19.98%, 0.002727, +52°58'24.0"
2017-10-24 14:02:00, 2458051.20972,   17h46m38.0s, -19°05'01.4", -9.38, 21.92%, 0.002677, +55°42'25.8"
2017-10-24 20:02:00, 2458051.45972,   17h54m17.9s, -19°19'05.3", -9.49, 23.06%, 0.002674, +57°15'42.8"
2017-10-25 02:02:00, 2458051.70972,   18h06m16.0s, -19°05'57.3", -9.33, 24.98%, 0.002724, +59°50'37.2"
2017-10-25 08:02:00, 2458051.95972,   18h23m28.9s, -19°08'04.3", -9.67, 27.92%, 0.002733, +63°38'55.2"
2017-10-25 14:02:00, 2458052.20972,   18h37m09.3s, -19°32'31.6", -9.87, 30.24%, 0.002683, +66°34'55.2"
2017-10-25 20:02:00, 2458052.45972,   18h45m02.2s, -19°38'05.1", -10.03, 31.53%, 0.002667, +68°10'26.3"
2017-10-26 02:02:00, 2458052.70972,   18h56m05.5s, -19°12'30.4", -9.48, 33.48%, 0.002713, +70°33'38.2"
