#     time           flux       flux_err 
  48.164094031    21.28612     1.01154 
  48.184528715    18.10160     1.01082 
  52.843613906   -20.64207     1.00059 
  52.864048484   -21.84524     1.00021 
  52.884483163   -23.05246     1.00003 
  52.904917642   -22.14077     1.00020 
  52.925352220   -20.76123     1.00030 
  52.945786899   -24.13045     0.99949 
  52.966221377   -22.34424     0.99989 
  52.986655956   -23.88844     0.99975 
  53.007090634   -24.41333     0.99963 
  53.027525213   -28.14604     0.99883 
  53.047959791   -27.45529     0.99903 
  53.068394369   -26.26803     0.99932 
  53.088828948   -29.78764     0.99866 
  53.109263526   -28.02198     0.99898 
  53.129698104   -28.30383     0.99892 
  53.150132582   -29.31575     0.99866 
  53.170567261   -28.65768     0.99878 
  53.844908421    -6.89890     1.00653 
  53.865342898    -5.68747     1.00675 
  53.885777574    -2.56318     1.00754 
  53.906212051    -3.30367     1.00750 
  53.926646628    -1.80773     1.00776 
  53.947081305    -1.10699     1.00790 
  53.967515882    -1.15628     1.00803 
  53.987950458    -0.95935     1.00813 
  54.008385035     1.01011     1.00842 
  54.028819612     0.85551     1.00839 
  54.049254188     4.47733     1.00927 
  54.069688765     5.44873     1.00932 
  54.090123341     4.33279     1.00911 
  54.110558018     5.88199     1.00953 
  54.130992494     4.14774     1.00927 
  54.151427071     8.48982     1.01000 
  54.846202744    27.96271     1.01437 
  54.866637319    27.82755     1.01430 
  54.887071894    27.35497     1.01423 
  54.907506468    27.60885     1.01427 
  54.927941043    28.51771     1.01432 
  54.948375718    29.57617     1.01461 
  54.968810193    26.93866     1.01400 
  54.989244767    26.88385     1.01391 
  55.009679442    24.27714     1.01362 
  55.050548491    24.97211     1.01364 
  55.070983166    23.82865     1.01352 
  55.091417640    23.75346     1.01337 
  55.111852314    21.13900     1.01286 
  55.132286889    23.39074     1.01341 
  55.152721363    24.62661     1.01360 
  55.847497062    -0.90567     1.00842 
  55.867931535    -0.22782     1.00874 
  55.888366208    -0.88124     1.00836 
  55.908800780    -1.64332     1.00828 
  55.929235253    -0.74290     1.00834 
  55.949669925    -1.46032     1.00823 
  55.970104398    -1.12927     1.00823 
  55.990538970    -2.15917     1.00800 
  56.010973642    -4.36127     1.00764 
  56.031408115    -0.93853     1.00836 
  56.051842687    -2.97390     1.00780 
  56.072277359    -6.44852     1.00730 
  56.092711831    -4.70644     1.00774 
  56.113146403    -5.03457     1.00753 
  56.133581075    -6.42021     1.00719 
  56.154015647    -5.27744     1.00742 
  56.848791164   -27.75365     0.99971 
  56.869225634   -26.33840     1.00004 
  56.889660204   -28.95880     0.99947 
  56.910094874   -28.28129     0.99961 
  56.930529344   -27.66822     0.99973 
  56.950964014   -27.91195     0.99972 
  56.971398584   -24.73664     1.00036 
  56.991833154   -26.49894     0.99991 
  57.012267724   -26.50290     1.00019 
  57.032702294   -25.72138     1.00022 
  57.053136863   -24.96876     1.00043 
  57.073571433   -26.14165     0.99994 
  57.094006002   -24.12942     1.00042 
  57.114440572   -23.87167     1.00064 
  57.134875141   -23.41887     1.00066 
  57.155309711   -23.05969     1.00218 
  57.829650569     4.20228     1.00966 
  57.870519704     4.65611     1.00981 
  57.890954271     4.35121     1.00985 
  57.911388838     5.59791     1.01000 
  57.931823406     7.83658     1.01059 
  57.952258073     7.83193     1.01085 
  57.972692540    11.14179     1.01154 
  57.993127107     9.32194     1.01112 
  58.013561774    10.19896     1.01133 
  58.033996341    13.47544     1.01196 
  58.054430808    13.27266     1.01177 
  58.074865474    12.11620     1.01164 
  58.095299941    14.82908     1.01214 
  58.115734508    16.65539     1.01265 
  58.136169175    16.32416     1.01241 
  58.156603641    14.58337     1.01223 
  58.830944503    19.49981     1.01340 
  58.851379067    19.32955     1.01348 
  58.871813531    17.02559     1.01286 
  58.892248196    17.47752     1.01294 
  58.912682760    15.70533     1.01266 
  58.933117224    17.32163     1.01288 
  58.953551888    15.97263     1.01264 
  58.973986452    14.16284     1.01236 
  58.994420916    14.86487     1.01242 
